iter	Passed	Remaining
1498	112624	3646468
1499	112706	3646621
1500	112792	3646895
1501	112870	3646909
1502	112958	3647230
1503	113049	3647669
1504	113139	3648058
1505	113223	3648266
1506	113306	3648462
1507	113391	3648682
1508	113475	3648902
1509	113545	3648641
1510	113634	3649025
1511	113716	3649178
1512	113801	3649401
1513	113897	3649996
1514	113973	3649942
1515	114066	3650413
1516	114146	3650513
1517	114225	3650555
1518	114337	3651658
1519	114414	3651637
1520	114505	3652051
1521	114603	3652706
1522	114696	3653181
1523	114785	3653546
1524	114877	3653998
1525	114966	3654341
1526	115050	3654543
1527	115123	3654412
1528	115208	3654639
1529	115277	3654334
1530	115355	3654349
1531	115435	3654436
1532	115525	3654818
1533	115567	3653688
1534	115615	3652736
1535	115668	3651951
1536	115721	3651186
1537	115783	3650668
1538	115828	3649658
1539	115882	3648897
1540	115927	3647890
1541	116020	3648359
1542	116114	3648874
1543	116183	3648604
1544	116267	3648798
1545	116330	3648342
1546	116398	3648027
1547	116498	3648716
1548	116582	3648922
1549	116686	3649753
1550	116775	3650087
1551	116855	3650165
1552	116935	3650228
1553	117022	3650515
1554	117093	3650322
1555	117187	3650822
1556	117266	3650866
1557	117350	3651042
1558	117436	3651302
1559	117515	3651338
1560	117592	3651324
1561	117662	3651075
1562	117740	3651084
1563	117823	3651254
1564	117911	3651566
1565	117982	3651357
1566	118064	3651468
1567	118144	3651551
1568	118233	3651890
