iter	Logloss
1513	0.3489907057
1514	0.3489515797
1515	0.3489241598
1516	0.3489001422
1517	0.348861521
1518	0.3488579756
1519	0.3488485704
1520	0.3488173309
1521	0.348790221
1522	0.3487633527
1523	0.3487412263
1524	0.3487196449
1525	0.348702908
1526	0.3487002049
1527	0.3486527828
1528	0.3486487928
1529	0.3486241078
1530	0.3486143735
1531	0.3485865167
1532	0.3484997226
1533	0.3484958025
1534	0.3484841287
1535	0.3484551646
1536	0.3484041428
1537	0.3483631509
1538	0.348358892
1539	0.3483152906
1540	0.3483032362
1541	0.3482990945
1542	0.3482763544
1543	0.3482736337
1544	0.3482542413
1545	0.3482041902
1546	0.3481594044
1547	0.3481374945
1548	0.3481339629
1549	0.3481105574
1550	0.3480422107
1551	0.3480371123
1552	0.3480265927
1553	0.3480122668
1554	0.3479919203
1555	0.3478603636
1556	0.3477783825
1557	0.3477522336
1558	0.3477401444
1559	0.3476890028
1560	0.3476437389
1561	0.3476169782
1562	0.3475782977
1563	0.3475584033
1564	0.3475346157
1565	0.3475283263
1566	0.3474655819
1567	0.3474388339
1568	0.3473921068
